Latitude,Longitude,fileName,day,time
24.306234500000002,121.40532250000001,20210530-051923,20210530,051923
24.306155,121.465011,20210530-052523,20210530,052523
24.3060755,121.5246995,20210530-053123,20210530,053123
24.305996,121.584388,20210530-053723,20210530,053723
24.305916500000002,121.64407650000001,20210530-054323,20210530,054323
