Latitude,Longitude,fileName,day,time
24.423559,121.1729615,20210530-081358,20210530,081358
24.396961,121.207572,20210530-081958,20210530,081958
24.370363,121.2421825,20210530-082558,20210530,082558
24.343765,121.276793,20210530-083158,20210530,083158
24.317167,121.3114035,20210530-083758,20210530,083758
