Latitude,Longitude,fileName,day,time
25.109285,121.771176,20210530-082600,20210530,082600
25.126111,121.80216300000001,20210530-083200,20210530,083200
25.142937000000003,121.83315000000002,20210530-083800,20210530,083800
25.159763,121.86413700000001,20210530-084400,20210530,084400
25.176589,121.89512400000001,20210530-085000,20210530,085000
