Latitude,Longitude,fileName,day,time
25.1828285,121.286315,20210530-083803,20210530,083803
25.193067,121.32511,20210530-084403,20210530,084403
25.2033055,121.36390499999999,20210530-085003,20210530,085003
25.213544,121.4027,20210530-085603,20210530,085603
25.2237825,121.441495,20210530-090203,20210530,090203
