3DXLoc,fileName,day,time,3DYLoc,AgeHours,AgeMin,AgeSec,AgeVS,AlgRank,Azimuth,CellBase,CellID,CellMass,CellTop,CellTop_COS,CellVolume,ConeOfSilence,ConvDepth,CoreAspectRatio,DDPDAStrength,DDPDAType,FcstError,HailSizeEstimate,HailSizeEstimate_COS,Height,HeightOfCenterOfMass,HeightOfMaxdBZ,Latitude,Longitude,LowLevelXLoc,LowLevelYLoc,LowLevel_dBZ,MaxConvergence,MaxdBZ,MesoDetectionType,MidAltRotVel,ProbBaseballHail,ProbCoinHail,ProbGolfBallHail,ProbOfHail,ProbOfHail_COS,ProbOfSeverehail,ProbOfSeverehail_COS,Range,ReflectivityRatio,RowName,RowNameUsage,SevereHailIndex,StormDir,StormSpeed,StormTopDiv,UMotion,VIL,VIL_COS,VMotion
-52.66341,20210530-093212,20210530,093212,-9.416153,0.0,0.0,0.0,1.0,62.0,259.862946,1.40022,64.0,5.348904,1.863039,1.863039,22.297941,1.0,0.0,0.236216,0.0,-99900.0,0.0,0.0,0.0,1.863039,1.52334,1.863039,24.988321,121.249298,-52.687401,-9.444287,37.0,0.0,37.0,0.0,0.0,-99900.0,-99900.0,-99900.0,0.0,0.0,0.0,0.0,53.498585,1.0,64.0,0.0,0.0,271.595795,-99900.0,0.0,-99900.0,0.418012,0.418012,-99900.0
